"ParasiteCheckedBinomial","close","sexual","vertical","closenonsexual","nonclose","environment","soil","water","feces","vector","intermediate","direct","indirect","Par.Type","Par.Phylum","Par.Class"
"Orthobunyavirus Manzanilla virus",0,0,0,0,0,0,0,0,0,1,0,0,1,"Virus","RNA virus","ss-"
"Orthobunyavirus Oropouche virus",0,0,0,0,0,0,0,0,0,1,0,0,1,"Virus","RNA virus","ss-"
"Orthobunyavirus Sathuperi virus",0,0,0,0,0,0,0,0,0,1,0,0,0,"Virus","RNA virus","ss-"
"Orthobunyavirus Shamonda virus",0,0,0,0,0,0,0,0,0,1,0,0,0,"Virus","RNA virus","ss-"
"Orthobunyavirus Shuni virus",0,0,0,0,0,0,0,0,0,1,0,0,0,"Virus","RNA virus","ss-"
"Orthocoelium scoliocoelium",0,0,0,0,1,1,0,0,0,0,1,0,0,"Helminth","Platyhelminthes","Trematoda"
"Orthocoelium streptocoelium",0,0,0,0,1,1,0,0,0,0,1,0,0,"Helminth","Platyhelminthes","Trematoda"
"Orthohalarachne attenuata",1,0,0,1,0,0,0,0,0,0,0,0,0,"Arthropod","Arthropoda","Arachnida"
"Orthohalarachne diminuata",1,0,0,1,0,0,0,0,0,0,0,0,0,"Arthropod","Arthropoda","Arachnida"
"Orthohepadnavirus Hepatitis B virus",1,1,0,0,0,0,0,0,0,0,0,1,0,"Virus","retro-transcribing virus",""
"Orthopoxvirus Monkeypox virus",1,0,0,0,0,0,0,0,0,0,0,1,0,"Virus","DNA virus","ds"
"Orthoreovirus Mammalian orthoreovirus",0,0,0,0,1,1,0,1,1,0,0,0,0,"Virus","RNA virus","ds"
"Orthostrongylus macrotis",0,0,0,0,0,0,0,0,0,0,0,0,0,"Helminth","Nematoda","Chromadorea"
"Oslerus osleri",0,0,0,0,1,1,0,0,0,0,0,0,0,"Helminth","Nematoda","Chromadorea"
"Oslerus pararostratus",0,0,0,0,1,1,0,0,0,0,0,0,0,"Helminth","Nematoda","Chromadorea"
"Oslerus rostratus",0,0,0,0,1,1,0,0,0,0,0,0,0,"Helminth","Nematoda","Chromadorea"
"Ostertagia antipini",0,0,0,0,1,1,0,0,1,0,0,0,0,"Helminth","Nematoda","Chromadorea"
"Ostertagia arctica",0,0,0,0,1,1,0,0,1,0,0,0,0,"Helminth","Nematoda","Chromadorea"
"Ostertagia dikmansi",0,0,0,0,1,1,0,0,1,0,0,0,0,"Helminth","Nematoda","Chromadorea"
"Ostertagia drozdzi",0,0,0,0,1,1,0,0,1,0,0,0,0,"Helminth","Nematoda","Chromadorea"
"Ostertagia gruehneri",0,0,0,0,1,1,0,0,1,0,0,0,0,"Helminth","Nematoda","Chromadorea"
"Ostertagia hamata",0,0,0,0,1,1,0,0,1,0,0,0,0,"Helminth","Nematoda","Chromadorea"
"Ostertagia harrisi",0,0,0,0,1,1,0,0,1,0,0,0,0,"Helminth","Nematoda","Chromadorea"
"Ostertagia kolchida",0,0,0,0,1,1,0,0,1,0,0,0,0,"Helminth","Nematoda","Chromadorea"
"Ostertagia leptospicularis",0,0,0,0,1,1,0,0,1,0,0,0,0,"Helminth","Nematoda","Chromadorea"
"Ostertagia lyrata",0,0,0,0,1,1,0,0,1,0,0,0,0,"Helminth","Nematoda","Chromadorea"
"Ostertagia mossi",0,0,0,0,1,1,0,0,1,0,0,0,0,"Helminth","Nematoda","Chromadorea"
"Ostertagia ningshannensis",0,0,0,0,1,1,0,0,1,0,0,0,0,"Helminth","Nematoda","Chromadorea"
"Ostertagia ostertagi",0,0,0,0,1,1,0,0,1,0,0,0,0,"Helminth","Nematoda","Chromadorea"
"Ostertagia pinnata",0,0,0,0,1,1,0,0,1,0,0,0,0,"Helminth","Nematoda","Chromadorea"
"Ostertagia trifurcata",0,0,0,0,1,1,0,0,1,0,0,0,0,"Helminth","Nematoda","Chromadorea"
"Ostertagia triquetra",0,0,0,0,1,1,0,0,1,0,0,0,0,"Helminth","Nematoda","Chromadorea"
"Otodectes cynotis",1,0,0,1,0,0,0,0,0,0,0,0,0,"Arthropod","Arthropoda","Arachnida"
"Otostrongylus circumlitus",0,0,0,0,0,0,0,0,0,0,1,0,0,"Helminth","Nematoda","Chromadorea"
"Oxyuris equi",0,0,0,0,1,1,0,0,1,0,0,0,0,"Helminth","Nematoda","Chromadorea"
"Oxyuris karamoja",0,0,0,0,1,1,0,0,1,0,0,0,0,"Helminth","Nematoda","Chromadorea"
"Pachysentis canicola",0,0,0,0,0,0,0,0,0,0,1,0,0,"Helminth","Acanthocephala","Archiacanthocephala"
"Pantoea agglomerans",0,0,0,0,1,1,0,0,0,0,0,0,0,"Bacteria","Proteobacteria","Gammaproteobacteria"
"Parabronema bonnei",0,0,0,0,0,0,0,0,0,1,0,0,1,"Helminth","Nematoda","Chromadorea"
"Parabronema pecariae",0,0,0,0,0,0,0,0,0,1,0,0,0,"Helminth","Nematoda","Chromadorea"
"Parabronema roundi",0,0,0,0,0,0,0,0,0,1,0,0,0,"Helminth","Nematoda","Chromadorea"
"Parabronema skrjabini",0,0,0,0,0,0,0,0,0,1,0,0,0,"Helminth","Nematoda","Chromadorea"
"Paraceras melis",1,0,0,1,1,1,0,0,0,0,0,0,0,"Arthropod","Arthropoda","Insecta"
"Paracooperia devossi",0,0,0,0,1,1,0,0,1,0,0,0,0,"Helminth","Nematoda","Chromadorea"
"Paracooperia horaki",0,0,0,0,1,1,0,0,1,0,0,0,0,"Helminth","Nematoda","Chromadorea"
"Paracooperia serrata",0,0,0,0,1,1,0,0,1,0,0,0,0,"Helminth","Nematoda","Chromadorea"
"Paracooperioides peleae",0,0,0,0,1,1,0,0,1,0,0,0,0,"Helminth","Nematoda","Chromadorea"
"Parafasciolopsis fasciolaemorpha",0,0,0,0,0,0,0,0,0,0,1,0,0,"Helminth","Platyhelminthes","Trematoda"
"Parafilaria bassoni",0,0,0,0,0,0,0,0,0,1,0,0,0,"Helminth","Nematoda","Chromadorea"
"Parafilaroides decorus",0,0,0,0,1,1,0,0,0,0,0,0,0,"Helminth","Nematoda","Chromadorea"
"Parafilaroides gymnurus",0,0,0,0,1,1,0,0,0,0,0,0,0,"Helminth","Nematoda","Chromadorea"
"Parafilaroides normani",0,0,0,0,1,1,0,0,0,0,0,0,0,"Helminth","Nematoda","Chromadorea"
"Paragonimus africana",0,0,0,0,0,0,0,0,0,0,1,0,1,"Helminth","Platyhelminthes","Trematoda"
"Paragonimus kellicotti",0,0,0,0,0,0,0,0,0,0,1,0,0,"Helminth","Platyhelminthes","Trematoda"
"Paragonimus ohirai",0,0,0,0,0,0,0,0,0,0,1,0,0,"Helminth","Platyhelminthes","Trematoda"
"Paragonimus pulmonalis",0,0,0,0,0,0,0,0,0,0,1,0,1,"Helminth","Platyhelminthes","Trematoda"
"Paragonimus rudis",0,0,0,0,0,0,0,0,0,0,1,0,0,"Helminth","Platyhelminthes","Trematoda"
"Paragonimus westermani",0,0,0,0,0,0,0,0,0,0,1,0,1,"Helminth","Platyhelminthes","Trematoda"
"Paralibyostrongylus kalinae",0,0,0,0,1,0,0,0,0,0,0,1,0,"Helminth","Nematoda","Secernentea"
"Parametorchis complexus",0,0,0,0,0,0,0,0,0,0,1,0,0,"Helminth","Platyhelminthes","Trematoda"
"Paramphistomum cervi",0,0,0,0,1,1,0,0,0,0,1,0,0,"Helminth","Platyhelminthes","Trematoda"
"Paramphistomum cotylophorum",0,0,0,0,1,1,0,0,0,0,1,0,0,"Helminth","Platyhelminthes","Trematoda"
"Paramphistomum epiclitum",0,0,0,0,1,1,0,0,0,0,1,0,0,"Helminth","Platyhelminthes","Trematoda"
"Paramphistomum liorchis",0,0,0,0,1,1,0,0,0,0,1,0,0,"Helminth","Platyhelminthes","Trematoda"
"Paraoxyuronema atelis",1,0,0,0,1,0,0,0,0,0,0,1,0,"Helminth","Nematoda","Chromadorea"
"Paraoxyuronema brachytelesi",1,0,0,0,1,0,0,0,0,0,0,1,0,"Helminth","Nematoda","Chromadorea"
"Parapoxvirus Bovine papular stomatitis virus",1,0,0,1,0,0,0,0,0,0,0,0,0,"Virus","DNA virus","ds"
"Parapoxvirus Orf virus",0,0,0,0,1,1,0,0,0,0,0,0,0,"Virus","DNA virus","ds"
"Parascaris equorum",0,0,0,0,1,1,1,0,1,0,0,0,0,"Helminth","Nematoda","Chromadorea"
"Parelaphostrongylus andersoni",0,0,0,0,0,0,0,0,0,0,1,0,0,"Helminth","Nematoda","Chromadorea"
"Parelaphostrongylus odocoilei",0,0,0,0,0,0,0,0,0,0,1,0,0,"Helminth","Nematoda","Chromadorea"
"Parelaphostrongylus tenuis",0,0,0,0,0,0,0,0,0,0,1,0,0,"Helminth","Nematoda","Chromadorea"
"Passalurus nonannulatus",0,0,0,0,1,0,0,0,1,0,0,0,0,"Helminth","Nematoda","Chromadorea"
"Pasteurella canis",1,0,0,1,0,0,0,0,0,0,0,0,0,"Bacteria","Proteobacteria","Gammaproteobacteria"
"Pasteurella multocida",1,0,0,1,1,1,0,1,0,0,0,0,0,"Bacteria","Proteobacteria","Gammaproteobacteria"
"Pearsonema mucronata",0,0,0,0,0,0,0,0,0,0,1,0,0,"Helminth","Nematoda","Enoplea"
"Pedicinus eurygaster",1,0,0,0,0,0,0,0,0,0,0,1,0,"Arthropod","Arthropoda","Insecta"
"Pedicinus hamadryis",1,0,0,0,0,0,0,0,0,0,0,1,0,"Arthropod","Arthropoda","Insecta"
"Pedicinus obtusus",1,0,0,0,0,0,0,0,0,0,0,1,0,"Arthropod","Arthropoda","Insecta"
"Pediculus mjobergi",1,0,0,0,0,0,0,0,0,0,0,1,0,"Arthropod","Arthropoda","Insecta"
"Pelodera strongyloides",0,0,0,0,1,1,1,0,0,0,1,0,0,"Helminth","Nematoda","Chromadorea"
"Percavirus Mustelid herpesvirus 1",1,1,1,1,0,0,0,0,0,0,0,0,0,"Virus","DNA virus","ds"
"Peromyscopsylla spectabilis",1,0,0,1,1,1,0,0,0,0,0,0,0,"Arthropod","Arthropoda","Insecta"
"Pestivirus Border disease virus",1,0,1,1,1,0,0,0,0,0,0,0,0,"Virus","RNA virus","ss+"
"Pestivirus Bovine viral diarrhea virus 1",1,1,1,1,0,0,0,0,0,0,0,0,0,"Virus","RNA virus","ss+"
"Pestivirus Classical swine fever virus",1,1,1,1,1,1,0,0,0,0,0,0,0,"Virus","RNA virus","ss+"
"Phacochoerostrongylus hylochoeri",0,0,0,0,0,0,0,0,0,0,0,0,0,"Helminth","Nematoda","Chromadorea"
"Phacopsylla inexpectata",1,0,0,1,1,1,0,0,0,0,0,0,0,"Arthropod","Arthropoda","Insecta"
"Phagicola angrense",0,0,0,0,0,0,0,0,0,0,1,0,0,"Helminth","Platyhelminthes","Trematoda"
"Phagicola diminuta",0,0,0,0,0,0,0,0,0,0,1,0,0,"Helminth","Platyhelminthes","Trematoda"
"Phagicola longa",0,0,0,0,0,0,0,0,0,0,1,0,0,"Helminth","Platyhelminthes","Trematoda"
"Phaneropsolus orbicularis",0,0,0,0,0,0,0,0,0,0,1,1,0,"Helminth","Platyhelminthes","Trematoda"
"Pharyngostomoides procyonis",0,0,0,0,0,0,0,0,0,0,1,0,0,"Helminth","Platyhelminthes","Trematoda"
"Pharyngostomum cordatum",0,0,0,0,0,0,0,0,0,0,1,0,0,"Helminth","Platyhelminthes","Trematoda"
"Philophthalmus zalophi",0,0,0,0,1,1,0,0,0,0,1,0,0,"Helminth","Platyhelminthes","Trematoda"
"Phlebovirus Bhanja virus",0,0,0,0,0,0,0,0,0,1,0,0,0,"Virus","RNA virus","ss-"
"Phlebovirus Rio Grande Virus",0,0,0,0,0,0,0,0,0,0,0,0,0,"Virus","RNA virus","ss-"
"Phlebovirus Sandfly fever Naples virus",0,0,0,0,0,0,0,0,0,1,0,0,0,"Virus","RNA virus","ss-"
"Phocanema decipiens",0,0,0,0,0,0,0,0,0,0,1,0,0,"Helminth","Nematoda","Chromadorea"
"Phocascaris cystophorae",0,0,0,0,0,0,0,0,0,0,1,0,0,"Helminth","Nematoda","Chromadorea"
"Phocascaris phocae",0,0,0,0,0,0,0,0,0,0,1,0,0,"Helminth","Nematoda","Chromadorea"
"Photobacterium damselae   ",0,0,0,0,1,0,0,1,0,0,0,0,0,"Bacteria","Proteobacteria","Gammaproteobacteria"
"Phthirus gorillae",1,0,0,0,0,0,0,0,0,0,0,1,0,"Arthropod","Arthropoda","Insecta"
"Physaloptera caucasia",0,0,0,0,0,0,0,0,0,0,1,0,1,"Helminth","Nematoda","Chromadorea"
"Physaloptera cebi",0,0,0,0,0,0,0,0,0,0,1,0,1,"Helminth","Nematoda","Chromadorea"
"Physaloptera dilatata",0,0,0,0,0,0,0,0,0,0,1,0,1,"Helminth","Nematoda","Chromadorea"
"Physaloptera maxillaris",0,0,0,0,0,0,0,0,0,0,1,0,0,"Helminth","Nematoda","Chromadorea"
"Physaloptera mordens",0,0,0,0,0,0,0,0,0,0,1,0,1,"Helminth","Nematoda","Chromadorea"
"Physaloptera multipapillata",0,0,0,0,0,0,0,0,0,0,1,0,1,"Helminth","Nematoda","Chromadorea"
"Physaloptera multiuteri",0,0,0,0,0,0,0,0,0,0,1,0,1,"Helminth","Nematoda","Chromadorea"
"Physaloptera praeputialis",0,0,0,0,0,0,0,0,0,0,1,0,0,"Helminth","Nematoda","Chromadorea"
"Physaloptera rara",0,0,0,0,0,0,0,0,0,0,1,0,0,"Helminth","Nematoda","Chromadorea"
"Physaloptera sibirica",0,0,0,0,0,0,0,0,0,0,1,0,0,"Helminth","Nematoda","Chromadorea"
"Physaloptera tumefaciens",0,0,0,0,0,0,0,0,0,0,1,0,1,"Helminth","Nematoda","Chromadorea"
"Physocephalus sexalatus",0,0,0,0,0,0,0,0,0,0,1,0,0,"Helminth","Nematoda","Chromadorea"
"Plagiorchis elegans",0,0,0,0,0,0,0,0,0,0,1,0,0,"Helminth","Platyhelminthes","Trematoda"
"Plagiorchis muris",0,0,0,0,0,0,0,0,0,0,1,0,0,"Helminth","Platyhelminthes","Trematoda"
"Plagiorchis vespertilionis",0,0,0,0,0,0,0,0,0,0,1,0,0,"Helminth","Platyhelminthes","Trematoda"
"Plagiorhynchus cylindraceus",0,0,0,0,0,0,0,0,0,0,1,0,0,"Helminth","Acanthocephala","Palaeacanthocephala"
"Plagiorhynchus ogatai",0,0,0,0,0,0,0,0,0,0,1,0,0,"Helminth","Acanthocephala","Palaeacanthocephala"
"Plasmodium brasilianum",0,0,0,0,0,0,0,0,0,1,0,0,1,"Protozoa","Apicomplexa",""
"Plasmodium coatneyi",0,0,0,0,0,0,0,0,0,1,0,0,1,"Protozoa","Apicomplexa",""
"Plasmodium cynomolgi",0,0,0,0,0,0,0,0,0,1,0,0,1,"Protozoa","Apicomplexa",""
"Plasmodium eylesi",0,0,0,0,0,0,0,0,0,1,0,0,1,"Protozoa","Apicomplexa",""
"Plasmodium falciparum",0,0,0,0,0,0,0,0,0,1,0,0,1,"Protozoa","Apicomplexa",""
"Plasmodium fieldi",0,0,0,0,0,0,0,0,0,1,0,0,1,"Protozoa","Apicomplexa",""
"Plasmodium fragile",0,0,0,0,0,0,0,0,0,1,0,0,1,"Protozoa","Apicomplexa",""
"Plasmodium georgesi",0,0,0,0,0,0,0,0,0,1,0,0,1,"Protozoa","Apicomplexa",""
"Plasmodium girardi",0,0,0,0,0,0,0,0,0,1,0,0,1,"Protozoa","Apicomplexa",""
"Plasmodium gonderi",0,0,0,0,0,0,0,0,0,1,0,0,1,"Protozoa","Apicomplexa",""
"Plasmodium hylobati",0,0,0,0,0,0,0,0,0,1,0,0,1,"Protozoa","Apicomplexa",""
"Plasmodium inui",0,0,0,0,0,0,0,0,0,1,0,0,1,"Protozoa","Apicomplexa",""
"Plasmodium jefferyi",0,0,0,0,0,0,0,0,0,1,0,0,1,"Protozoa","Apicomplexa",""
"Plasmodium knowlesi",0,0,0,0,0,0,0,0,0,1,0,0,1,"Protozoa","Apicomplexa",""
"Plasmodium petersi",0,0,0,0,0,0,0,0,0,1,0,0,1,"Protozoa","Apicomplexa",""
"Plasmodium pitheci",0,0,0,0,0,0,0,0,0,1,0,0,1,"Protozoa","Apicomplexa",""
"Plasmodium reichenowi",0,0,0,0,0,0,0,0,0,1,0,0,1,"Protozoa","Apicomplexa",""
"Plasmodium rodhani",0,0,0,0,0,0,0,0,0,1,0,0,1,"Protozoa","Apicomplexa",""
"Plasmodium schwetzi",0,0,0,0,0,0,0,0,0,1,0,0,1,"Protozoa","Apicomplexa",""
"Plasmodium shortii",0,0,0,0,0,0,0,0,0,1,0,0,1,"Protozoa","Apicomplexa",""
"Plasmodium simiovale",0,0,0,0,0,0,0,0,0,1,0,0,1,"Protozoa","Apicomplexa",""
"Plasmodium simium",0,0,0,0,0,0,0,0,0,1,0,0,1,"Protozoa","Apicomplexa",""
"Plasmodium vivax",0,0,0,0,0,0,0,0,0,1,0,0,1,"Protozoa","Apicomplexa",""
"Plasmodium youngi",0,0,0,0,0,0,0,0,0,1,0,0,1,"Protozoa","Apicomplexa",""
"Platynosomum amazonensis",0,0,0,0,0,0,0,0,0,0,1,0,1,"Helminth","Platyhelminthes","Trematoda"
"Platynosomum marmoseti",0,0,0,0,0,0,0,0,0,0,1,0,1,"Helminth","Platyhelminthes","Trematoda"
"Pleochaetis exilis",1,0,0,1,1,1,0,0,0,0,0,0,0,"Arthropod","Arthropoda","Insecta"
"Plesiomonas shigelloides",0,0,0,0,1,1,0,1,1,0,0,0,0,"Bacteria","Proteobacteria","Gammaproteobacteria"
"Pneumocystis carinii",1,0,0,0,1,1,0,0,0,0,0,1,0,"Fungus","Ascomycota","Pneumocystidomycetes"
"Pneumonyssus africanus",1,0,0,0,0,0,0,0,0,0,0,1,0,"Arthropod","Arthropoda","Arachnida"
"Pneumonyssus congoensis",1,0,0,0,0,0,0,0,0,0,0,1,0,"Arthropod","Arthropoda","Arachnida"
"Pneumonyssus dinolti",1,0,0,0,0,0,0,0,0,0,0,1,0,"Arthropod","Arthropoda","Arachnida"
"Pneumonyssus mossambicensis",1,0,0,0,0,0,0,0,0,0,0,1,0,"Arthropod","Arthropoda","Arachnida"
"Pneumonyssus santos-diasi",1,0,0,0,0,0,0,0,0,0,0,1,0,"Arthropod","Arthropoda","Arachnida"
"Pneumonyssus simicola",1,0,0,0,0,0,0,0,0,0,0,1,0,"Arthropod","Arthropoda","Arachnida"
"Pneumonyssus vocalis",1,0,0,0,0,0,0,0,0,0,0,1,0,"Arthropod","Arthropoda","Arachnida"
"Pneumostrongylus calcaratus",0,0,0,0,0,0,0,0,0,0,1,0,0,"Helminth","Nematoda","Chromadorea"
"Pneumovirus Bovine respiratory syncytial virus",1,0,0,1,0,0,0,0,0,0,0,0,0,"Virus","RNA virus","ss-"
"Pneumovirus Human respiratory syncytial virus",1,0,0,0,0,0,0,0,0,0,0,1,0,"Virus","RNA virus","ss-"
"Polymorphus cetaceum",0,0,0,0,0,0,0,0,0,0,1,0,0,"Helminth","Acanthocephala","Palaeacanthocephala"
"Polymorphus meyeri",0,0,0,0,0,0,0,0,0,0,1,0,0,"Helminth","Acanthocephala","Palaeacanthocephala"
"Polyomavirus Simian virus 12",1,0,0,0,0,0,0,0,0,0,0,1,0,"Virus","DNA virus","ds"
"Polyomavirus Simian virus 40",1,0,1,0,0,0,0,0,0,0,0,1,0,"Virus","DNA virus","ds"
"Pomphorhynchus laevis",0,0,0,0,0,0,0,0,0,0,1,0,0,"Helminth","Acanthocephala","Palaeacanthocephala"
"Porrorchis leibyi",0,0,0,0,0,0,0,0,0,0,1,0,0,"Helminth","Acanthocephala","Palaeacanthocephala"
"Porrorchis nickoli",0,0,0,0,0,0,0,0,0,0,1,0,0,"Helminth","Acanthocephala","Palaeacanthocephala"
"Porrorchis oti",0,0,0,0,0,0,0,0,0,0,1,0,0,"Helminth","Acanthocephala","Palaeacanthocephala"
"Primasubulura jacchi",1,0,0,0,0,0,0,0,0,0,0,1,0,"Helminth","Nematoda",""
"Probstmayria gombensis",1,0,0,0,1,0,0,0,0,0,0,1,0,"Helminth","Nematoda",""
"Probstmayria vivipara",0,0,0,0,1,1,0,1,1,0,0,0,0,"Helminth","Nematoda","Chromadorea"
"Procyotrema marsupiformis",0,0,0,0,0,0,0,0,0,0,1,0,0,"Helminth","Platyhelminthes","Trematoda"
"Profilicollis altmani",0,0,0,0,0,0,0,0,0,0,1,0,0,"Helminth","Acanthocephala","Palaeacanthocephala"
"Profilicollis botulus",0,0,0,0,0,0,0,0,0,0,1,0,0,"Helminth","Acanthocephala","Palaeacanthocephala"
"Profilicollis major",0,0,0,0,0,0,0,0,0,0,1,0,0,"Helminth","Acanthocephala","Palaeacanthocephala"
"Propionibacterium avidum",0,0,0,0,0,0,0,0,0,1,0,0,0,"Bacteria","Actinobacteria","Actinobacteria"
"Prosthenorchis elegans",0,0,0,0,0,0,0,0,0,0,1,0,1,"Helminth","Acanthocephala","Archiacanthocephala"
"Protenterobius nycticebi",1,0,0,0,1,0,0,0,0,0,0,1,0,"Helminth","Nematoda",""
"Proteus mirabilis",1,0,1,0,0,0,0,0,0,0,0,0,0,"Bacteria","Proteobacteria","Gammaproteobacteria"
"Proteus vulgaris",1,0,0,1,1,1,0,0,0,0,0,0,0,"Bacteria","Proteobacteria","Gammaproteobacteria"
"Protoparvovirus Carnivore protoparvovirus 1",1,0,1,1,0,0,0,0,1,0,0,0,0,"Virus","DNA virus","ss"
"Protoparvovirus Ungulate protoparvovirus 1",1,0,1,1,1,1,1,0,1,0,0,0,0,"Virus","DNA virus","ss"
"Protospirura muricola",0,0,0,0,0,0,0,0,0,0,1,0,1,"Helminth","Nematoda","Chromadorea"
"Protospirura numidica",0,0,0,0,0,0,0,0,0,0,1,0,0,"Helminth","Nematoda","Chromadorea"
"Protostrongylus capensis",0,0,0,0,0,0,0,0,0,0,1,0,0,"Helminth","Nematoda","Chromadorea"
"Protostrongylus rufescens",0,0,0,0,0,0,0,0,0,0,1,0,0,"Helminth","Nematoda","Chromadorea"
"Protostrongylus rupricaprae",0,0,0,0,0,0,0,0,0,0,1,0,0,"Helminth","Nematoda","Chromadorea"
"Protostrongylus rushi",0,0,0,0,0,0,0,0,0,0,1,0,0,"Helminth","Nematoda","Chromadorea"
"Protostrongylus shiozawai",0,0,0,0,0,0,0,0,0,0,1,0,0,"Helminth","Nematoda","Chromadorea"
"Protostrongylus stilesi",0,0,0,0,0,0,0,0,0,0,1,0,0,"Helminth","Nematoda","Chromadorea"
"Prototapirella gorillae",0,0,0,0,0,0,0,0,0,0,0,0,0,"Protozoa","Ciliophora","Litostomatea"
"Providencia stuartii",1,0,0,1,0,0,0,0,0,0,0,0,0,"Bacteria","Proteobacteria","Gammaproteobacteria"
"Pseudamphistomum truncatum",0,0,0,0,0,0,0,0,0,0,1,0,0,"Helminth","Platyhelminthes","Trematoda"
"Pseudomonas aeruginosa",1,0,0,1,1,1,1,1,0,0,0,1,1,"Bacteria","Proteobacteria","Gammaproteobacteria"
"Pseudomonas alcaligenes",0,0,0,0,1,1,0,0,0,0,0,0,0,"Bacteria","Proteobacteria","Gammaproteobacteria"
"Pseudomonas aureus",0,0,0,0,1,1,0,0,0,0,0,0,0,"Bacteria","Proteobacteria","Gammaproteobacteria"
"Pseudomonas fluorescens",0,0,0,0,1,1,0,0,0,0,0,0,0,"Bacteria","Proteobacteria","Gammaproteobacteria"
"Pseudomonas putida",0,0,0,0,1,1,0,0,0,0,0,0,0,"Bacteria","Proteobacteria","Gammaproteobacteria"
"Pseudomonas stutzeri",0,0,0,0,1,1,0,0,0,0,0,0,0,"Bacteria","Proteobacteria","Gammaproteobacteria"
"Pseudoterranova azarasi",0,0,0,0,0,0,0,0,0,0,1,0,0,"Helminth","Nematoda","Chromadorea"
"Pseudoterranova cattani",0,0,0,0,0,0,0,0,0,0,1,0,0,"Helminth","Nematoda","Chromadorea"
"Pseudoterranova decipiens",0,0,0,0,0,0,0,0,0,0,1,0,0,"Helminth","Nematoda","Chromadorea"
"Psoroptes cervinus",1,0,0,1,0,0,0,0,0,0,0,0,0,"Arthropod","Arthropoda","Arachnida"
"Psoroptes cuniculi",1,0,0,1,0,0,0,0,0,0,0,0,0,"Arthropod","Arthropoda","Arachnida"
"Psoroptes equi",1,0,0,1,0,0,0,0,0,0,0,0,0,"Arthropod","Arthropoda","Arachnida"
"Psoroptes ovis",1,0,0,1,0,0,0,0,0,0,0,0,0,"Arthropod","Arthropoda","Arachnida"
"Psoroptes pienaari",1,0,0,1,0,0,0,0,0,0,0,0,0,"Arthropod","Arthropoda","Arachnida"
"Psychrobacter phenylpyruvicus",1,0,0,1,0,0,0,0,0,0,0,0,0,"Bacteria","Proteobacteria","Gammaproteobacteria"
"Pterygodermatites affinis",0,0,0,0,0,0,0,0,0,0,1,0,0,"Helminth","Nematoda","Chromadorea"
"Pulex irritans",1,0,0,1,1,1,0,0,0,0,0,0,0,"Arthropod","Arthropoda","Insecta"
"Pulex simulans",1,0,0,1,1,1,0,0,0,0,0,0,0,"Arthropod","Arthropoda","Insecta"
"Pygidiopsis summa",0,0,0,0,0,0,0,0,0,0,1,0,0,"Helminth","Platyhelminthes","Trematoda"
"Rahnella aquatilis",0,0,0,0,1,0,1,1,0,0,0,0,0,"Bacteria","Proteobacteria","Gammaproteobacteria"
"Raillietina alouattae",0,0,0,0,0,0,0,0,0,0,1,0,1,"Helminth","Platyhelminthes","Cestoda"
"Raillietina dermeriensis",0,0,0,0,0,0,0,0,0,0,1,0,1,"Helminth","Platyhelminthes","Cestoda"
"Raillietostrongylus samoensis",0,0,0,0,0,0,0,0,0,0,0,0,0,"Helminth","Nematoda","Chromadorea"
"Respirovirus Human parainfluenza virus 1",1,0,0,0,0,0,0,0,0,0,0,1,0,"Virus","RNA virus","ss-"
"Respirovirus Human parainfluenza virus 3",1,0,0,1,0,1,0,0,0,0,0,1,0,"Virus","RNA virus","ss-"
"Retortamonas intestinalis",1,0,0,0,1,0,0,0,0,0,0,1,0,"Protozoa","Metamonada","Eopharyngia"
"Rhadinovirus Alcelaphine herpesvirus 1",1,0,1,1,1,1,0,1,0,0,0,0,0,"Virus","DNA virus","ds"
"Rhadinovirus Bovine herpesvirus 4",1,1,0,1,0,0,0,0,0,0,0,0,0,"Virus","DNA virus","ds"
"Rhadinovirus Equid herpesvirus 2",1,0,0,1,0,0,0,0,0,0,0,0,0,"Virus","DNA virus","ds"
"Rhadinovirus Human herpesvirus 8",1,0,0,0,0,0,0,0,0,0,0,1,0,"Virus","DNA virus","ds"
"Rhinomusca dutoiti",0,0,0,0,0,0,0,0,0,0,0,0,0,"Arthropod","Arthropoda","Insecta"
"Rhinophaga elongata",1,0,0,0,0,0,0,0,0,0,0,1,0,"Arthropod","Arthropoda","Arachnida"
"Rhinophaga papionis",1,0,0,0,0,0,0,0,0,0,0,1,0,"Arthropod","Arthropoda","Arachnida"
"Rhipicephalus appendiculatus",0,0,0,0,1,1,0,0,0,0,0,1,1,"Arthropod","Arthropoda","Arachnida"
"Rhipicephalus aquatilis",0,0,0,0,1,1,0,0,0,0,0,0,0,"Arthropod","Arthropoda","Arachnida"
"Rhipicephalus armatus",0,0,0,0,1,1,0,0,0,0,0,0,0,"Arthropod","Arthropoda","Arachnida"
"Rhipicephalus arnoldi",0,0,0,0,1,1,0,0,0,0,0,0,0,"Arthropod","Arthropoda","Arachnida"
"Rhipicephalus bursa",0,0,0,0,1,1,0,0,0,0,0,0,0,"Arthropod","Arthropoda","Arachnida"
"Rhipicephalus capensis",0,0,0,0,1,1,0,0,0,0,0,0,0,"Arthropod","Arthropoda","Arachnida"
"Rhipicephalus compositus",0,0,0,0,1,1,0,0,0,0,0,0,0,"Arthropod","Arthropoda","Arachnida"
